n_ActionID,c_Competition,n_MatchID,c_HomeTeam,c_AwayTeam,n_HomeGoals,n_AwayGoals,d_Date,c_Action,c_Period,n_StartTime,n_Endtime,n_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
27416494,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,778000,778000,-1,4144,West Ham United,964388,Arthur Masuaku,NULL,NULL,NULL,Left foot,0,NULL
27416493,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Foul committed,First half,815000,815000,-1,4075,Liverpool,450636,James Milner,NULL,NULL,Handball,NULL,0,NULL
27416489,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,769000,769000,1,100050,Brighton & Hove Albion,813505,Martín Montoya,NULL,NULL,Rough play,NULL,964388,Arthur Masuaku
27416462,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Goal kick,First half,772000,772000,1,4874,Southampton,1527750,Angus Gunn,NULL,NULL,NULL,NULL,0,NULL
27414244,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Line-up,Start,NULL,NULL,-1,4144,West Ham United,483602,Robert Snodgrass,Forward,11,NULL,NULL,0,NULL
27403583,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Line-up,Start,NULL,NULL,-1,4144,West Ham United,876012,Manuel Lanzini,Midfielder,10,NULL,NULL,0,NULL
27403584,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Line-up,Start,NULL,NULL,-1,4144,West Ham United,1580814,Declan Rice,Midfielder,41,NULL,NULL,0,NULL
27416452,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Shot wide,First half,734000,734000,-1,4075,Liverpool,876366,Alex Oxlade-Chamberlain,NULL,NULL,NULL,Right foot,0,NULL
27414228,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Line-up,Start,NULL,NULL,1,100050,Brighton & Hove Albion,789134,Davy Pröpper,Midfielder,24,NULL,NULL,0,NULL
27414226,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Line-up,Start,NULL,NULL,1,100050,Brighton & Hove Albion,775191,Dale Stephens,Midfielder,6,NULL,NULL,0,NULL
27416425,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Goal kick,First half,727000,727000,1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,NULL,0,NULL
27416417,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,713000,713000,-1,4075,Liverpool,664067,Georginio Wijnaldum,NULL,NULL,NULL,Right foot,0,NULL
27416415,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Foul committed,First half,702000,702000,1,4874,Southampton,953698,James Ward-Prowse,NULL,NULL,Rough play,NULL,1008084,Sadio Mané
27413394,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Goal,First half,725000,725000,1,4007,Arsenal,773843,Alexandre Lacazette,NULL,NULL,Assist,Right foot,1253252,Dani Ceballos
27413662,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Goal,First half,2560000,2560000,-1,4486,Burnley,691388,Ashley Barnes,NULL,NULL,Rebound,Right foot,0,NULL
27414012,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Goal,Second half,3801000,3801000,1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,Assist,Right foot,1253252,Dani Ceballos
27416396,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,635000,635000,-1,4144,West Ham United,964388,Arthur Masuaku,NULL,NULL,NULL,Left foot,0,NULL
27416392,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Kick-off,First half,669000,669000,-1,4970,Watford,775270,Troy Deeney,NULL,NULL,NULL,NULL,0,NULL
27416387,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,610000,610000,1,100050,Brighton & Hove Albion,769670,Pascal Groß,NULL,NULL,Rough play,NULL,1437872,Pablo Fornals
27416375,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,603000,603000,-1,4144,West Ham United,1455222,Issa Diop,NULL,NULL,NULL,Right foot,0,NULL
27416366,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,582000,582000,1,100050,Brighton & Hove Albion,1088146,Dan Burn,NULL,NULL,Rough play,NULL,876012,Manuel Lanzini
27403508,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,847818,Callum Wilson,Forward,13,NULL,NULL,0,NULL
27403507,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,812752,Joshua King,Forward,7,NULL,NULL,0,NULL
27415991,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Save by goalkeeper,First half,285000,285000,-1,4087,Newcastle United,697171,Martin Dubravka,NULL,NULL,Standing/Blocked,NULL,0,NULL
27415836,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Corner,First half,89000,89000,1,4760,Norwich City,1335762,Emiliano Buendia,NULL,NULL,NULL,Right foot,0,NULL
27415803,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Free kick,First half,46000,46000,-1,4087,Newcastle United,728157,Jonjo Shelvey,NULL,NULL,NULL,Right foot,0,NULL
27415886,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Free kick,First half,171000,171000,-1,4087,Newcastle United,697171,Martin Dubravka,NULL,NULL,NULL,Right foot,0,NULL
27416056,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Free kick,First half,381000,381000,-1,4087,Newcastle United,697171,Martin Dubravka,NULL,NULL,NULL,Right foot,0,NULL
27415784,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Free kick,First half,21000,21000,1,4760,Norwich City,1852686,Max Aarons,NULL,NULL,NULL,Right foot,0,NULL
27415970,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Free kick,First half,265000,265000,1,4760,Norwich City,1852686,Max Aarons,NULL,NULL,NULL,Right foot,0,NULL
27416174,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Shot wide,First half,489000,489000,-1,4087,Newcastle United,925470,Emil Krafth,NULL,NULL,NULL,Right foot,0,NULL
27416113,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Shot wide,First half,432000,432000,1,4760,Norwich City,715166,Teemu Pukki,NULL,NULL,NULL,Right foot,0,NULL
27416023,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Offside,First half,358000,358000,1,4760,Norwich City,715166,Teemu Pukki,NULL,NULL,NULL,NULL,0,NULL
27415990,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Shot on goal,First half,285000,285000,1,4760,Norwich City,1718917,Todd Cantwell,NULL,NULL,NULL,Left foot,0,NULL
27415777,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Foul committed,First half,6000,6000,-1,4087,Newcastle United,777359,Matt Ritchie,NULL,NULL,Rough play,NULL,880442,Moritz Leitner
27415801,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Foul committed,First half,25000,25000,-1,4087,Newcastle United,823767,Fabian Schär,NULL,NULL,Rough play,NULL,1718917,Todd Cantwell
27415964,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Foul committed,First half,252000,252000,-1,4087,Newcastle United,1270508,Joelinton,NULL,NULL,Rough play,NULL,1852686,Max Aarons
27415907,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Foul committed,First half,135000,135000,1,4760,Norwich City,1852686,Max Aarons,NULL,NULL,Rough play,NULL,777359,Matt Ritchie
27416158,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Goal kick,First half,472000,472000,-1,4087,Newcastle United,697171,Martin Dubravka,NULL,NULL,NULL,NULL,0,NULL
27416184,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Goal kick,First half,516000,516000,1,4760,Norwich City,589385,Tim Krul,NULL,NULL,NULL,NULL,0,NULL
27416221,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Blocked shot,First half,559000,559000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27416220,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Shot blocked by,First half,559000,559000,-1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,NULL,NULL,0,NULL
27416214,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Free kick,First half,559000,559000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,Blocked,Left foot,0,NULL
27416153,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Corner,First half,498000,498000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27416148,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Blocked shot,First half,477000,477000,1,4047,Everton,1497018,Richarlison,NULL,NULL,NULL,Header,0,NULL
27416147,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Shot blocked by,First half,477000,477000,-1,4970,Watford,658719,José Holebas,NULL,NULL,NULL,NULL,0,NULL
27416145,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Goal kick,First half,479000,479000,-1,4075,Liverpool,774899,Adrián,NULL,NULL,NULL,NULL,0,NULL
27416132,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Corner,First half,470000,470000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27416107,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,443000,443000,1,4874,Southampton,1093372,Pierre-Emile Højbjerg,NULL,NULL,NULL,Right foot,0,NULL
27416106,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Offside,First half,438000,438000,-1,4075,Liverpool,844196,Mohamed Salah,NULL,NULL,NULL,NULL,0,NULL
27416062,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Free kick,First half,428000,428000,1,4047,Everton,797605,Gylfi Sigurdsson,NULL,NULL,NULL,Right foot,0,NULL
27416060,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Foul committed,First half,417000,417000,-1,4970,Watford,623588,Étienne Capoue,NULL,NULL,Rough play,NULL,1236844,Dominic Calvert-Lewin
27416058,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,413000,413000,1,4874,Southampton,1527750,Angus Gunn,NULL,NULL,NULL,Right foot,0,NULL
27416025,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Foul committed,First half,382000,382000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,Rough play,NULL,1695930,Yan Valery
27416021,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Blocked shot,First half,375000,375000,-1,4075,Liverpool,450636,James Milner,NULL,NULL,NULL,Right foot,0,NULL
27416020,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Shot blocked by,First half,375000,375000,1,4874,Southampton,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27416014,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Corner,First half,366000,366000,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,NULL,NULL,NULL,Right foot,0,NULL
27415971,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Corner,First half,297000,297000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27415986,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Shot wide,First half,312000,312000,1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27415968,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,246000,246000,-1,4144,West Ham United,835807,Ryan Fredericks,NULL,NULL,NULL,Right foot,0,NULL
27415955,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,230000,230000,1,100050,Brighton & Hove Albion,1048681,Leandro Trossard,NULL,NULL,Rough play,NULL,835807,Ryan Fredericks
27415934,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Goal kick,First half,215000,215000,1,100050,Brighton & Hove Albion,780890,Mathew Ryan,NULL,NULL,NULL,NULL,0,NULL
27415912,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,195000,195000,-1,4144,West Ham United,876012,Manuel Lanzini,NULL,NULL,NULL,Right foot,0,NULL
27415911,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,228000,228000,-1,4075,Liverpool,928685,Virgil van Dijk,NULL,NULL,NULL,Left foot,0,NULL
27415905,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Offside,First half,220000,220000,1,4874,Southampton,1339752,Che Adams,NULL,NULL,NULL,NULL,0,NULL
27415895,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,163000,163000,1,100050,Brighton & Hove Albion,789134,Davy Pröpper,NULL,NULL,Rough play,NULL,835807,Ryan Fredericks
27415881,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Blocked shot,First half,182000,182000,-1,4075,Liverpool,450636,James Milner,NULL,NULL,NULL,Right foot,0,NULL
27415880,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Shot blocked by,First half,182000,182000,1,4874,Southampton,734837,Maya Yoshida,NULL,NULL,NULL,NULL,0,NULL
27415862,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,156000,156000,-1,4075,Liverpool,928685,Virgil van Dijk,NULL,NULL,NULL,Right foot,0,NULL
27415858,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Foul committed,First half,149000,149000,1,4874,Southampton,812326,Oriol Romeu,NULL,NULL,Rough play,NULL,664067,Georginio Wijnaldum
27415815,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Free kick,First half,48000,48000,1,100050,Brighton & Hove Albion,769670,Pascal Groß,NULL,NULL,NULL,Right foot,0,NULL
27415840,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Free kick,First half,125000,125000,-1,4075,Liverpool,1179328,Andrew Robertson,NULL,NULL,NULL,Left foot,0,NULL
27415838,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Offside,First half,121000,121000,1,4874,Southampton,1695930,Yan Valery,NULL,NULL,NULL,NULL,0,NULL
27415837,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Goal kick,First half,79000,79000,-1,4144,West Ham United,608752,Lukasz Fabianski,NULL,NULL,NULL,NULL,0,NULL
27415832,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Shot wide,First half,48000,48000,1,100050,Brighton & Hove Albion,1088146,Dan Burn,NULL,NULL,NULL,Header,0,NULL
27415795,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Foul committed,First half,11000,11000,-1,4144,West Ham United,1455222,Issa Diop,NULL,NULL,Rough play,NULL,775720,Glenn Murray
27415793,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Kick-off,First half,0,0,1,4010,Aston Villa,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27415775,Premier League,2375233,Brighton & Hove Albion,West Ham United,1,1,17-Aug-19,Kick-off,First half,0,0,1,100050,Brighton & Hove Albion,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27415769,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Kick-off,First half,0,0,-1,4970,Watford,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27415762,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Kick-off,First half,0,0,-1,4075,Liverpool,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27415760,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Kick-off,First half,0,0,1,4760,Norwich City,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27414681,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Yellow,Second half,5455000,5455000,1,4007,Arsenal,656693,David Luiz,NULL,NULL,Verbal misconduct,NULL,0,NULL
27414741,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Yellow,Second half,5679000,5679000,-1,4486,Burnley,691388,Ashley Barnes,NULL,NULL,Holding,NULL,0,NULL
27414751,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,End of period,Second half,5750000,5750000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27414749,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5733000,5733000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,Right foot,0,NULL
27414738,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5674000,5674000,-1,4486,Burnley,691388,Ashley Barnes,NULL,NULL,Rough play,NULL,1011486,Sead Kola?inac
27414732,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Goal kick,Second half,5657000,5657000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27414719,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Shot wide,Second half,5589000,5589000,-1,4486,Burnley,691349,Jay Rodriguez,NULL,NULL,NULL,Right foot,0,NULL
27414715,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Corner,Second half,5584000,5584000,-1,4486,Burnley,1793925,Dwight McNeil,NULL,NULL,NULL,Left foot,0,NULL
27414704,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Corner,Second half,5550000,5550000,-1,4486,Burnley,1793925,Dwight McNeil,NULL,NULL,NULL,Left foot,0,NULL
27414606,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5251000,5251000,-1,4486,Burnley,796313,Matthew Lowton,NULL,NULL,Rough play,NULL,1321625,Lucas Torreira
27414685,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5473000,5473000,-1,4486,Burnley,796313,Matthew Lowton,NULL,NULL,NULL,Right foot,0,NULL
27414680,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5446000,5446000,1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,Rough play,NULL,691388,Ashley Barnes
27414673,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5438000,5438000,1,4007,Arsenal,656693,David Luiz,NULL,NULL,NULL,Right foot,0,NULL
27414666,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Injury time,Second half,5424000,5424000,0,0,NULL,0,NULL,NULL,NULL,NULL,240000,0,NULL
27414657,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5405000,5405000,-1,4486,Burnley,1793925,Dwight McNeil,NULL,NULL,Rough play,NULL,1545963,Mattéo Guendouzi
27414642,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5399000,5399000,-1,4486,Burnley,954264,Nick Pope,NULL,NULL,NULL,Right foot,0,NULL
27414641,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5388000,5388000,1,4007,Arsenal,1321625,Lucas Torreira,NULL,NULL,Rough play,NULL,775648,Ashley Westwood
27414637,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Save by goalkeeper,Second half,5380000,5380000,-1,4486,Burnley,954264,Nick Pope,NULL,NULL,Diving/Blocked,NULL,0,NULL
27414635,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Shot on goal,Second half,5380000,5380000,1,4007,Arsenal,1321625,Lucas Torreira,NULL,NULL,NULL,Right foot,0,NULL
27414607,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5334000,5334000,1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,Right foot,0,NULL
27403509,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1009788,Ryan Fraser,Midfielder,24,NULL,NULL,0,NULL
27403503,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,759464,Adam Smith,Defender,15,NULL,NULL,0,NULL
27414546,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Corner,Second half,5179000,5179000,1,4007,Arsenal,1332842,Nicolas Pépé,NULL,NULL,NULL,Left foot,0,NULL
27403501,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,775732,Steve Cook,Defender (C),3,NULL,NULL,0,NULL
27403496,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,1,4010,Aston Villa,1028610,Jack Grealish,Midfielder (C),10,NULL,NULL,0,NULL
27414509,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,1,4874,Southampton,1385767,Kevin Danso,Substitute,38,NULL,NULL,0,NULL
27414527,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,4075,Liverpool,792063,Xherdan Shaqiri,Substitute,23,NULL,NULL,0,NULL
27414526,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,4075,Liverpool,627206,Adam Lallana,Substitute,20,NULL,NULL,0,NULL
27403520,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Line-up,Start,NULL,NULL,1,4047,Everton,1172710,Jean-Philippe Gbamin,Midfielder,25,NULL,NULL,0,NULL
27414323,Premier League,2375145,Everton,Watford,1,0,17-Aug-19,Line-up,Start,NULL,NULL,1,4047,Everton,1093374,André Gomes,Midfielder,21,NULL,NULL,0,NULL
27414521,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,4075,Liverpool,1298168,Joe Gomez,Substitute,12,NULL,NULL,0,NULL
27414520,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,4075,Liverpool,334797,Andy Lonergan,Substitute,22,NULL,NULL,0,NULL
27414513,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,1,4874,Southampton,1762142,Michael Obafemi,Substitute,20,NULL,NULL,0,NULL
27414505,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,1,4874,Southampton,876663,Cédric,Substitute,2,NULL,NULL,0,NULL
27414503,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,1,4874,Southampton,651914,Fraser Forster,Substitute,44,NULL,NULL,0,NULL
27414498,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,102706,Bournemouth,961290,Jordon Ibe,Substitute,10,NULL,NULL,0,NULL
27414494,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,1008084,Sadio Mané,Forward,10,NULL,NULL,0,NULL
27414492,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,912989,Roberto Firmino,Forward,9,NULL,NULL,0,NULL
27414491,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,102706,Bournemouth,1584745,Chris Mepham,Substitute,33,NULL,NULL,0,NULL
27414490,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,102706,Bournemouth,1215508,Diego Rico,Substitute,21,NULL,NULL,0,NULL
27414488,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,102706,Bournemouth,1295913,Jack Stacey,Substitute,17,NULL,NULL,0,NULL
27414487,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,NULL,NULL,NULL,-1,102706,Bournemouth,124483,Artur Boruc,Substitute,1,NULL,NULL,0,NULL
27414464,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,1,4874,Southampton,1093372,Pierre-Emile Højbjerg,Midfielder (C),23,NULL,NULL,0,NULL
27414485,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,664067,Georginio Wijnaldum,Midfielder,5,NULL,NULL,0,NULL
27414481,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,1179328,Andrew Robertson,Defender,26,NULL,NULL,0,NULL
27414479,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,928685,Virgil van Dijk,Defender,4,NULL,NULL,0,NULL
27414412,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Line-up,Start,NULL,NULL,-1,4087,Newcastle United,925470,Emil Krafth,Midfielder,17,NULL,NULL,0,NULL
27403504,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1239275,Jefferson Lerma,Midfielder,8,NULL,NULL,0,NULL
27414478,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,778343,Joel Matip,Defender,32,NULL,NULL,0,NULL
27414476,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,1385429,Trent Alexander-Arnold,Defender,66,NULL,NULL,0,NULL
27414475,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,4075,Liverpool,774899,Adrián,Goalkeeper,13,NULL,NULL,0,NULL
27414473,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Free kick,Second half,5042000,5042000,1,4007,Arsenal,656693,David Luiz,NULL,NULL,NULL,Right foot,0,NULL
27414469,Premier League,2375255,Southampton,Liverpool,1,2,17-Aug-19,Line-up,Start,NULL,NULL,1,4874,Southampton,850530,Nathan Redmond,Forward,22,NULL,NULL,0,NULL
27403541,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Line-up,Start,NULL,NULL,1,4760,Norwich City,852309,Grant Hanley,Defender (C),5,NULL,NULL,0,NULL
27414455,Premier League,2375142,Aston Villa,Bournemouth,1,2,17-Aug-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,762327,Charlie Daniels,Defender,11,NULL,NULL,0,NULL
27414467,Premier League,2375140,Arsenal,Burnley,2,1,17-Aug-19,Foul committed,Second half,5023000,5023000,-1,4486,Burnley,607332,Erik Pieters,NULL,NULL,Rough play,NULL,1321625,Lucas Torreira
27403552,Premier League,2375148,Norwich City,Newcastle United,3,1,17-Aug-19,Line-up,Start,NULL,NULL,-1,4087,Newcastle United,953617,Jamaal Lascelles,Defender (C),6,NULL,NULL,0,NULL
