n_ActionID,c_Competition,n_MatchID,c_HomeTeam,c_AwayTeam,n_HomeGoals,n_AwayGoals,d_Date,c_Action,c_Period,n_StartTime,n_Endtime,n_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
27656603,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Blocked shot,Second half,5120000,5120000,1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,NULL,Right foot,0,NULL
27656626,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Corner,Second half,5166000,5166000,1,4970,Watford,920011,Gerard Deulofeu,NULL,NULL,NULL,Right foot,0,NULL
27656634,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,Second half,5178000,5178000,1,4970,Watford,699491,Daryl Janmaat,NULL,NULL,NULL,Left foot,0,NULL
27656644,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,Second half,5201000,5201000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27656651,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,Second half,5211000,5211000,1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,Rough play,NULL,1679870,Joe Willock
27656667,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,Second half,5244000,5244000,-1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,NULL,Left foot,0,NULL
27656731,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,Second half,5343000,5343000,1,4970,Watford,443826,Ben Foster,NULL,NULL,NULL,NULL,0,NULL
27656803,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Blocked shot,Second half,5452000,5452000,1,4970,Watford,774775,Tom Cleverley,NULL,NULL,NULL,Right foot,0,NULL
27656809,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,Second half,5460000,5460000,1,4970,Watford,623588,Étienne Capoue,NULL,NULL,Rough play,NULL,1321625,Lucas Torreira
27656813,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Yellow,Second half,5467000,5467000,1,4970,Watford,623588,Étienne Capoue,NULL,NULL,Rough play,NULL,0,NULL
27656737,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,Second half,5352000,5352000,1,4970,Watford,951762,Roberto Pereyra,NULL,NULL,Rough play,NULL,857216,Granit Xhaka
27656739,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,Second half,5362000,5362000,-1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,NULL,Left foot,0,NULL
27656781,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot blocked by,Second half,5408000,5408000,-1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,NULL,NULL,0,NULL
27656782,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Blocked shot,Second half,5408000,5408000,1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,NULL,Right foot,0,NULL
27656802,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot blocked by,Second half,5452000,5452000,-1,4007,Arsenal,627971,Sokratis Papastathopoulos,NULL,NULL,NULL,NULL,0,NULL
27656820,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,Second half,5476000,5476000,-1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,NULL,Right foot,0,NULL
27656823,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Injury time,Second half,5403000,5403000,0,0,NULL,0,NULL,NULL,NULL,NULL,240000,0,NULL
27656832,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot on goal,Second half,5502000,5502000,1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,NULL,Right foot,0,NULL
27656835,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Save by goalkeeper,Second half,5502000,5502000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,Diving/Caught,NULL,0,NULL
27656870,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,Second half,5604000,5604000,1,4970,Watford,774775,Tom Cleverley,NULL,NULL,Rough play,NULL,627971,Sokratis Papastathopoulos
27656877,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,Second half,5633000,5633000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,Right foot,0,NULL
27656881,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,End of period,Second half,5641000,5641000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27656935,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,Second half,5506000,5506000,1,4970,Watford,774775,Tom Cleverley,NULL,NULL,Rough play,NULL,1335735,Ainsley Maitland-Niles
27656946,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,Second half,5535000,5535000,-1,4007,Arsenal,1335735,Ainsley Maitland-Niles,NULL,NULL,NULL,Right foot,0,NULL
27651240,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Substitution,Second half,3735000,NULL,1,4970,Watford,951762,Roberto Pereyra,Midfielder,37,NULL,NULL,983722,Will Hughes
27651158,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,NULL,NULL,NULL,1,4970,Watford,561011,Heurelho Gomes,Substitute,1,NULL,NULL,0,NULL
27651249,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,1,4970,Watford,798081,Kiko,Defender,21,NULL,NULL,0,NULL
27651172,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,NULL,NULL,NULL,1,4970,Watford,928103,Dimitri Foulquier,Substitute,36,NULL,NULL,0,NULL
27651159,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Substitution,Second half,4643000,NULL,1,4970,Watford,699491,Daryl Janmaat,Defender,2,NULL,NULL,658719,José Holebas
27651162,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,NULL,NULL,NULL,1,4970,Watford,585734,Adrian Mariappa,Substitute,6,NULL,NULL,0,NULL
27653733,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,First half,757000,757000,1,4970,Watford,658719,José Holebas,NULL,NULL,NULL,Left foot,0,NULL
27653748,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,First half,788000,788000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27653928,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,First half,1179000,1179000,-1,4007,Arsenal,1332842,Nicolas Pépé,NULL,NULL,NULL,Left foot,0,NULL
27653953,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal,First half,1253000,1253000,-1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,Assist,Right foot,1011486,Sead Kola?inac
27654087,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Scoring Opportunity,First half,1485000,1485000,-1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,Just missed the ball,NULL,0,NULL
27654421,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,First half,2206000,2206000,1,4970,Watford,798081,Kiko,NULL,NULL,NULL,Right foot,0,NULL
27654473,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Corner,First half,2326000,2326000,1,4970,Watford,920011,Gerard Deulofeu,NULL,NULL,NULL,Right foot,0,NULL
27654377,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,First half,2097000,2097000,1,4970,Watford,796943,Andre Gray,NULL,NULL,NULL,Right foot,0,NULL
27651165,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,NULL,NULL,NULL,1,4970,Watford,890580,Nathaniel Chalobah,Substitute,14,NULL,NULL,0,NULL
27651167,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Substitution,Second half,3236000,NULL,1,4970,Watford,1527414,Ismaïla Sarr,Midfielder,23,NULL,NULL,796943,Andre Gray
27654096,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Corner,First half,1513000,1513000,-1,4007,Arsenal,619435,Mesut Özil,NULL,NULL,NULL,Right foot,0,NULL
27654125,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,First half,1563000,1563000,1,4970,Watford,443826,Ben Foster,NULL,NULL,NULL,NULL,0,NULL
27654186,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,First half,1730000,1730000,1,4970,Watford,443826,Ben Foster,NULL,NULL,NULL,NULL,0,NULL
27654268,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal,First half,1884000,1884000,-1,4007,Arsenal,749983,Pierre-Emerick Aubameyang,NULL,NULL,Assist,Left foot,1335735,Ainsley Maitland-Niles
27654300,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Kick-off,First half,1947000,1947000,1,4970,Watford,796943,Andre Gray,NULL,NULL,NULL,NULL,0,NULL
27654328,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,First half,2012000,2012000,-1,4007,Arsenal,857216,Granit Xhaka,NULL,NULL,Holding,NULL,623588,Étienne Capoue
27654331,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,First half,2021000,2021000,1,4970,Watford,1106254,Abdoulaye Doucouré,NULL,NULL,NULL,Right foot,0,NULL
27654350,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,First half,2057000,2057000,1,4970,Watford,983722,Will Hughes,NULL,NULL,NULL,Right foot,0,NULL
27654361,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,First half,2088000,2088000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27654383,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,First half,2124000,2124000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27654415,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Foul committed,First half,2190000,2190000,-1,4007,Arsenal,1011486,Sead Kola?inac,NULL,NULL,Rough play,NULL,983722,Will Hughes
27654365,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot on goal,First half,2094000,2094000,1,4970,Watford,920011,Gerard Deulofeu,NULL,NULL,NULL,Right foot,0,NULL
27655754,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot wide,Second half,3155000,3155000,1,4970,Watford,774775,Tom Cleverley,NULL,NULL,NULL,Left foot,0,NULL
27655764,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Goal kick,Second half,3174000,3174000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,NULL,NULL,0,NULL
27654369,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Save by goalkeeper,First half,2094000,2094000,-1,4007,Arsenal,828604,Bernd Leno,NULL,NULL,Diving/Blocked,NULL,0,NULL
27653814,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Corner,First half,951000,951000,1,4970,Watford,920011,Gerard Deulofeu,NULL,NULL,NULL,Right foot,0,NULL
27654588,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Yellow,First half,2538000,2538000,-1,4007,Arsenal,1011486,Sead Kola?inac,NULL,NULL,Tackle,NULL,0,NULL
27654613,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Free kick,First half,2600000,2600000,1,4970,Watford,658719,José Holebas,NULL,NULL,NULL,Left foot,0,NULL
27653981,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Kick-off,First half,1320000,1320000,1,4970,Watford,796943,Andre Gray,NULL,NULL,NULL,NULL,0,NULL
27654616,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Shot on goal,First half,2600000,2600000,1,4970,Watford,658719,José Holebas,NULL,NULL,NULL,Left foot,0,NULL
27607245,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,653146,Anthony Taylor,Referee,NULL,NULL,NULL,0,NULL
27607246,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1204466,Gary Beswick,Assistant Referee,NULL,NULL,NULL,0,NULL
27613655,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,-1,4007,Arsenal,1335735,Ainsley Maitland-Niles,Defender,15,NULL,NULL,0,NULL
27613656,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,-1,4007,Arsenal,627971,Sokratis Papastathopoulos,Defender,5,NULL,NULL,0,NULL
27613658,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,-1,4007,Arsenal,656693,David Luiz,Defender,23,NULL,NULL,0,NULL
27613660,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,-1,4007,Arsenal,1011486,Sead Kola?inac,Defender,31,NULL,NULL,0,NULL
27613661,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,-1,4007,Arsenal,1332842,Nicolas Pépé,Forward,19,NULL,NULL,0,NULL
27607248,Premier League,2375253,Watford,Arsenal,2,2,15-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1518727,Adam Nunn,Assistant Referee,NULL,NULL,NULL,0,NULL
27688371,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,577542,Keith Stroud,4th Official,NULL,NULL,NULL,0,NULL
27688368,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1729467,Eddie Smart,Assistant Referee,NULL,NULL,NULL,0,NULL
27688366,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1295920,Harry Lennard,Assistant Referee,NULL,NULL,NULL,0,NULL
27688360,Premier League,2375271,Arsenal,Aston Villa,3,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,604439,Jon Moss,Referee,NULL,NULL,NULL,0,NULL
27688349,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,486273,Kevin Friend,4th Official,NULL,NULL,NULL,0,NULL
27688342,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1158417,Simon Bennett,Assistant Referee,NULL,NULL,NULL,0,NULL
27688337,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1084271,Stuart Burt,Assistant Referee,NULL,NULL,NULL,0,NULL
27688333,Premier League,2375272,Chelsea,Liverpool,1,2,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,714711,Michael Oliver,Referee,NULL,NULL,NULL,0,NULL
27688326,Premier League,2375283,Crystal Palace,Wolverhampton Wanderers,1,1,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,763305,James Linington,4th Official,NULL,NULL,NULL,0,NULL
27688323,Premier League,2375283,Crystal Palace,Wolverhampton Wanderers,1,1,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1280598,Neil Davies,Assistant Referee,NULL,NULL,NULL,0,NULL
27688321,Premier League,2375283,Crystal Palace,Wolverhampton Wanderers,1,1,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,650494,Richard West,Assistant Referee,NULL,NULL,NULL,0,NULL
27688320,Premier League,2375283,Crystal Palace,Wolverhampton Wanderers,1,1,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,710905,Stuart Attwell,Referee,NULL,NULL,NULL,0,NULL
27688319,Premier League,2375277,West Ham United,Manchester United,2,0,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,455937,Lee Mason,4th Official,NULL,NULL,NULL,0,NULL
27688318,Premier League,2375277,West Ham United,Manchester United,2,0,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1518727,Adam Nunn,Assistant Referee,NULL,NULL,NULL,0,NULL
27688317,Premier League,2375277,West Ham United,Manchester United,2,0,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1204466,Gary Beswick,Assistant Referee,NULL,NULL,NULL,0,NULL
27688316,Premier League,2375277,West Ham United,Manchester United,2,0,22-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,653146,Anthony Taylor,Referee,NULL,NULL,NULL,0,NULL
27688032,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,4970,Watford,40618,Quique,Coach,NULL,NULL,NULL,0,NULL
27688015,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,4970,Watford,658719,José Holebas,Defender,25,NULL,NULL,0,NULL
27688012,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,4970,Watford,780613,Craig Dawson,Defender,4,NULL,NULL,0,NULL
27688008,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,4970,Watford,798081,Kiko,Defender,21,NULL,NULL,0,NULL
27687992,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,4970,Watford,443826,Ben Foster,Goalkeeper,26,NULL,NULL,0,NULL
27687990,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,1,4047,Everton,120504,Marco Silva,Coach,NULL,NULL,NULL,0,NULL
27687989,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,292271,Chris Wilder,Coach,NULL,NULL,NULL,0,NULL
27687986,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,771433,Enda Stevens,Midfielder,3,NULL,NULL,0,NULL
27687982,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,890224,George Baldock,Midfielder,2,NULL,NULL,0,NULL
27687985,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,696657,John Fleck,Midfielder,4,NULL,NULL,0,NULL
27687983,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,1182908,John Lundstram,Midfielder,7,NULL,NULL,0,NULL
27687979,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,753592,Chris Basham,Defender,6,NULL,NULL,0,NULL
27687981,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,1122169,Jack O'Connell,Defender,5,NULL,NULL,0,NULL
27687980,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,983718,John Egan,Defender,12,NULL,NULL,0,NULL
27687978,Premier League,2375281,Everton,Sheffield United,0,2,21-Sep-19,Line-up,Start,NULL,NULL,-1,100046,Sheffield United,1478100,Dean Henderson,Goalkeeper,1,NULL,NULL,0,NULL
27687971,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,-1,4129,Tottenham Hotspur,714273,Danny Rose,Defender,3,NULL,NULL,0,NULL
27687970,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,-1,4129,Tottenham Hotspur,596078,Jan Vertonghen,Defender,5,NULL,NULL,0,NULL
27687969,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,-1,4129,Tottenham Hotspur,658602,Toby Alderweireld,Defender,4,NULL,NULL,0,NULL
27687968,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,-1,4129,Tottenham Hotspur,844735,Serge Aurier,Defender,24,NULL,NULL,0,NULL
27687966,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,-1,4129,Tottenham Hotspur,38507,Mauricio Pochettino,Coach,NULL,NULL,NULL,0,NULL
27687965,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,760594,Brendan Rodgers,Coach,NULL,NULL,NULL,0,NULL
27687963,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,995419,Jamie Vardy,Forward,9,NULL,NULL,0,NULL
27687960,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,1182954,Wilfred Ndidi,Midfielder,25,NULL,NULL,0,NULL
27687958,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,1427969,Ben Chilwell,Defender,3,NULL,NULL,0,NULL
27687957,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,1309037,Caglar Söyüncü,Defender,4,NULL,NULL,0,NULL
27687956,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,629109,Jonny Evans,Defender,6,NULL,NULL,0,NULL
27687955,Premier League,2375280,Leicester City,Tottenham Hotspur,2,1,21-Sep-19,Line-up,Start,NULL,NULL,1,4693,Leicester City,1301775,Ricardo Pereira,Defender,21,NULL,NULL,0,NULL
27687953,Premier League,2375278,Burnley,Norwich City,2,0,21-Sep-19,Line-up,Start,NULL,NULL,1,4486,Burnley,774815,Chris Wood,Forward,9,NULL,NULL,0,NULL
27687947,Premier League,2375278,Burnley,Norwich City,2,0,21-Sep-19,Line-up,Start,NULL,NULL,1,4486,Burnley,607332,Erik Pieters,Defender,23,NULL,NULL,0,NULL
27687945,Premier League,2375278,Burnley,Norwich City,2,0,21-Sep-19,Line-up,Start,NULL,NULL,1,4486,Burnley,954295,James Tarkowski,Defender,5,NULL,NULL,0,NULL
27687944,Premier League,2375278,Burnley,Norwich City,2,0,21-Sep-19,Line-up,Start,NULL,NULL,1,4486,Burnley,796313,Matthew Lowton,Defender,2,NULL,NULL,0,NULL
27687943,Premier League,2375278,Burnley,Norwich City,2,0,21-Sep-19,Line-up,Start,NULL,NULL,1,4486,Burnley,954264,Nick Pope,Goalkeeper,1,NULL,NULL,0,NULL
27687934,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,100050,Brighton & Hove Albion,39917,Graham Potter,Coach,NULL,NULL,NULL,0,NULL
27687919,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,100050,Brighton & Hove Albion,775191,Dale Stephens,Midfielder,6,NULL,NULL,0,NULL
27687917,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,100050,Brighton & Hove Albion,789134,Davy Pröpper,Midfielder,24,NULL,NULL,0,NULL
27687905,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,-1,100050,Brighton & Hove Albion,780890,Mathew Ryan,Goalkeeper,1,NULL,NULL,0,NULL
27687832,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,292689,Eddie Howe,Coach,NULL,NULL,NULL,0,NULL
27687831,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,38312,Ralph Hasenhüttl,Coach,NULL,NULL,NULL,0,NULL
27687822,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1215508,Diego Rico,Defender,21,NULL,NULL,0,NULL
27687819,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1126084,Nathan Aké,Defender,5,NULL,NULL,0,NULL
27687817,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1295913,Jack Stacey,Defender,17,NULL,NULL,0,NULL
27687816,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,-1,102706,Bournemouth,1550860,Aaron Ramsdale,Goalkeeper,12,NULL,NULL,0,NULL
27687809,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,812326,Oriol Romeu,Midfielder,14,NULL,NULL,0,NULL
27687808,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,953698,James Ward-Prowse,Midfielder,16,NULL,NULL,0,NULL
27687804,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,915526,Jannik Vestergaard,Defender,4,NULL,NULL,0,NULL
27687803,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,1147247,Jan Bednarek,Defender,35,NULL,NULL,0,NULL
27687801,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,876663,Cédric,Defender,2,NULL,NULL,0,NULL
27687800,Premier League,2375275,Southampton,Bournemouth,1,3,20-Sep-19,Line-up,Start,NULL,NULL,1,4874,Southampton,1527750,Angus Gunn,Goalkeeper,28,NULL,NULL,0,NULL
27677545,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1210726,Darren England,4th Official,NULL,NULL,NULL,0,NULL
27677544,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1451468,Constantine Hatzidakis,Assistant Referee,NULL,NULL,NULL,0,NULL
27677543,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1416587,Lee Betts,Assistant Referee,NULL,NULL,NULL,0,NULL
27677542,Premier League,2375276,Newcastle United,Brighton & Hove Albion,0,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,486276,Martin Atkinson,Referee,NULL,NULL,NULL,0,NULL
27677540,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,745389,Jeremy Simpson,4th Official,NULL,NULL,NULL,0,NULL
27677539,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1789900,Daniel Robathan,Assistant Referee,NULL,NULL,NULL,0,NULL
27677534,Premier League,2375279,Manchester City,Watford,8,0,21-Sep-19,Line-up,Start,NULL,NULL,0,0,NULL,1515126,Ian Hussin,Assistant Referee,NULL,NULL,NULL,0,NULL
